country_region_code,country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
IN,India,Assam,,43884,1,3,5,-3,5,2
IN,India,Assam,,43885,-1,0,-2,-2,8,0
IN,India,Assam,,43886,-3,-5,-2,-3,12,0
IN,India,Assam,,43887,-5,-4,-2,-2,9,1
IN,India,Assam,,43888,-1,2,-2,-2,12,0
IN,India,Assam,,43889,2,5,1,2,16,-1
IN,India,Assam,,43890,0,3,-1,0,14,0
IN,India,Assam,,43891,4,8,1,0,6,1
IN,India,Assam,,43892,0,2,1,-1,7,0
IN,India,Assam,,43893,-3,-5,1,-2,11,0
IN,India,Assam,,43894,6,9,6,7,12,-1
IN,India,Assam,,43895,1,4,2,2,13,0
IN,India,Assam,,43896,6,7,5,8,18,-1
IN,India,Assam,,43897,4,6,4,6,13,-1
IN,India,Assam,,43898,8,11,5,2,7,0
IN,India,Assam,,43899,-6,-5,0,-11,-22,5
IN,India,Assam,,43900,-29,-27,-7,-21,-39,8
IN,India,Assam,,43901,4,9,7,7,5,-3
IN,India,Assam,,43902,1,5,3,1,11,-1
IN,India,Assam,,43903,2,6,6,5,14,-2
IN,India,Assam,,43904,-2,-1,1,-5,2,1
IN,India,Assam,,43905,1,5,2,-3,7,1
IN,India,Assam,,43906,-3,0,0,0,0,1
IN,India,Assam,,43907,-6,-5,0,-2,2,1
IN,India,Assam,,43908,-2,4,3,2,1,0
IN,India,Assam,,43909,-7,0,-2,-8,1,2
IN,India,Assam,,43910,-12,-2,-4,-10,2,2
IN,India,Assam,,43911,-19,-5,-9,-18,-3,4
IN,India,Assam,,43912,-69,-69,-38,-65,-36,19
IN,India,Assam,,43913,-44,-29,-18,-45,-35,12
IN,India,Assam,,43914,-45,-32,-21,-48,-32,12
IN,India,Assam,,43915,-73,-71,-33,-72,-56,23
IN,India,Assam,,43916,-72,-70,-34,-72,-55,24
IN,India,Assam,,43917,-71,-67,-33,-71,-52,23
IN,India,Assam,,43918,-73,-71,-36,-73,-53,24
IN,India,Assam,,43919,-70,-67,-38,-71,-32,20
IN,India,Assam,,43920,-72,-69,-35,-73,-53,24
IN,India,Assam,,43921,-71,-68,-35,-72,-51,22
IN,India,Assam,,43922,-71,-68,-34,-71,-53,23
IN,India,Assam,,43923,-73,-70,-36,-73,-53,24
IN,India,Assam,,43924,-71,-67,-34,-71,-50,23
IN,India,Assam,,43925,-72,-68,-35,-72,-48,23
IN,India,Assam,,43926,-69,-66,-38,-71,-28,19
IN,India,Assam,,43927,-71,-66,-32,-72,-52,24
IN,India,Assam,,43928,-73,-59,-26,-67,-51,22
IN,India,Assam,,43929,-72,-55,-24,-65,-51,22
IN,India,Assam,,43930,-73,-56,-26,-67,-51,23
IN,India,Assam,,43931,-72,-57,-24,-66,-50,20
IN,India,Assam,,43932,-73,-58,-27,-68,-49,23
IN,India,Assam,,43933,-70,-52,-29,-66,-29,18
IN,India,Assam,,43934,-70,-54,-23,-66,-54,24
IN,India,Assam,,43935,-72,-58,-24,-66,-54,22
IN,India,Assam,,43936,-74,-55,-21,-65,-52,21
IN,India,Assam,,43937,-84,-48,-22,-64,-49,20
IN,India,Assam,,43938,-84,-47,-24,-64,-47,21
IN,India,Assam,,43939,-86,-56,-34,-68,-48,23
IN,India,Assam,,43940,-84,-51,-35,-66,-30,19
IN,India,Assam,,43941,-85,-52,-28,-67,-50,23
IN,India,Assam,,43942,-84,-49,-29,-63,-44,20
IN,India,Assam,,43943,-83,-44,-25,-61,-44,19
IN,India,Assam,,43944,-83,-45,-27,-63,-44,21
IN,India,Assam,,43945,-83,-45,-27,-63,-41,21
IN,India,Assam,,43946,-84,-47,-31,-64,-44,22
IN,India,Assam,,43947,-82,-44,-33,-62,-25,18
IN,India,Assam,,43948,-83,-45,-29,-63,-43,22
IN,India,Assam,,43949,-82,-44,-26,-61,-40,19
IN,India,Assam,,43950,-81,-39,-23,-58,-40,19
IN,India,Assam,,43951,-82,-41,-23,-59,-39,20
IN,India,Assam,,43952,-83,-44,-26,-61,-46,21
IN,India,Assam,,43953,-83,-44,-29,-61,-37,20
IN,India,Assam,,43954,-81,-41,-31,-60,-23,17
IN,India,Assam,,43955,-77,-33,-25,-55,-32,18
IN,India,Assam,,43956,-76,-33,-25,-53,-29,17
IN,India,Assam,,43957,-73,-22,-20,-47,-27,15
IN,India,Assam,,43958,-73,-23,-21,-49,-30,16
IN,India,Assam,,43959,-73,-21,-21,-48,-24,15
IN,India,Assam,,43960,-76,-29,-26,-53,-30,17
IN,India,Assam,,43961,-80,-37,-30,-58,-20,16
IN,India,Assam,,43962,-74,-25,-23,-51,-28,16
IN,India,Assam,,43963,-75,-28,-23,-51,-26,16
IN,India,Assam,,43964,-74,-23,-20,-47,-25,15
IN,India,Assam,,43965,-74,-25,-20,-49,-26,15
IN,India,Assam,,43966,-73,-21,-19,-46,-21,14
IN,India,Assam,,43967,-74,-25,-24,-50,-21,16
IN,India,Assam,,43968,-78,-31,-29,-54,-15,14
IN,India,Assam,,43969,-72,-20,-21,-47,-23,15
IN,India,Assam,,43970,-72,-23,-21,-47,-20,14
IN,India,Assam,,43971,-69,-18,-20,-44,-20,14
IN,India,Assam,,43972,-77,-40,-27,-57,-28,19
IN,India,Assam,,43973,-70,-19,-22,-45,-16,14
IN,India,Assam,,43974,-71,-21,-25,-48,-23,16
IN,India,Assam,,43975,-75,-27,-30,-54,-13,15
IN,India,Assam,,43976,-74,-35,-22,-55,-39,18
IN,India,Bihar,,43876,4,5,3,6,6,-1
IN,India,Bihar,,43877,6,4,4,10,2,-1
IN,India,Bihar,,43878,3,3,4,6,2,-1
IN,India,Bihar,,43879,3,4,7,8,2,-1
IN,India,Bihar,,43880,3,7,6,7,5,-1
IN,India,Bihar,,43881,3,6,6,10,2,-2
IN,India,Bihar,,43882,1,3,6,3,-11,1
IN,India,Bihar,,43883,-1,2,1,1,-1,1
IN,India,Bihar,,43884,3,3,3,6,3,0
IN,India,Bihar,,43885,2,4,6,3,4,-1
IN,India,Bihar,,43886,-11,-11,-4,-4,-1,2
IN,India,Bihar,,43887,2,7,8,6,3,-2
IN,India,Bihar,,43888,3,5,7,6,2,-2
IN,India,Bihar,,43889,5,9,10,6,3,-1
IN,India,Bihar,,43890,4,9,6,6,7,-1
IN,India,Bihar,,43891,8,9,8,10,3,-1
IN,India,Bihar,,43892,5,8,11,6,1,-3
IN,India,Bihar,,43893,4,7,10,9,3,-3
IN,India,Bihar,,43894,7,14,11,11,6,-2
IN,India,Bihar,,43895,8,13,12,13,4,-2
IN,India,Bihar,,43896,11,14,14,15,2,-2
IN,India,Bihar,,43897,13,20,14,27,4,-3
IN,India,Bihar,,43898,24,32,19,45,3,-6
IN,India,Bihar,,43899,3,20,8,6,-17,-1
IN,India,Bihar,,43900,-47,-44,-12,-42,-51,11
IN,India,Bihar,,43901,-23,-15,0,-12,-37,3
IN,India,Bihar,,43902,3,9,11,15,-10,-5
IN,India,Bihar,,43903,-3,2,8,8,-5,-2
IN,India,Bihar,,43904,-19,-14,-7,-10,-11,5
IN,India,Bihar,,43905,0,5,1,11,4,-1
IN,India,Bihar,,43906,1,8,5,6,0,-1
IN,India,Bihar,,43907,-1,5,8,6,-2,-1
IN,India,Bihar,,43908,-2,6,6,4,-1,0
IN,India,Bihar,,43909,-4,3,5,-1,-3,0
IN,India,Bihar,,43910,-6,5,5,-3,-4,1
IN,India,Bihar,,43911,-13,1,-3,-9,-4,1
IN,India,Bihar,,43912,-62,-62,-33,-58,-34,14
IN,India,Bihar,,43913,-43,-25,-17,-47,-30,10
IN,India,Bihar,,43914,-54,-42,-21,-58,-41,13
IN,India,Bihar,,43915,-61,-52,-29,-65,-45,16
IN,India,Bihar,,43916,-63,-55,-29,-66,-47,17
IN,India,Bihar,,43917,-63,-56,-29,-67,-46,17
IN,India,Bihar,,43918,-64,-57,-31,-67,-44,18
IN,India,Bihar,,43919,-62,-56,-33,-65,-29,13
IN,India,Bihar,,43920,-64,-56,-31,-68,-44,17
IN,India,Bihar,,43921,-62,-55,-29,-66,-44,16
IN,India,Bihar,,43922,-63,-54,-29,-67,-44,16
IN,India,Bihar,,43923,-63,-57,-30,-67,-47,17
IN,India,Bihar,,43924,-61,-53,-28,-66,-42,16
IN,India,Bihar,,43925,-61,-53,-29,-66,-38,16
IN,India,Bihar,,43926,-59,-53,-32,-63,-23,12
IN,India,Bihar,,43927,-61,-52,-26,-67,-42,17
IN,India,Bihar,,43928,-60,-35,-10,-60,-42,15
IN,India,Bihar,,43929,-60,-33,-12,-61,-41,16
IN,India,Bihar,,43930,-60,-35,-13,-61,-44,16
IN,India,Bihar,,43931,-60,-35,-12,-62,-45,17
IN,India,Bihar,,43932,-61,-36,-15,-62,-41,17
IN,India,Bihar,,43933,-59,-36,-18,-60,-26,13
IN,India,Bihar,,43934,-61,-35,-14,-63,-41,17
IN,India,Bihar,,43935,-61,-38,-11,-62,-44,16
IN,India,Bihar,,43936,-64,-35,-8,-62,-39,16
IN,India,Bihar,,43937,-80,-19,-9,-59,-41,16
IN,India,Bihar,,43938,-79,-16,-9,-59,-41,17
IN,India,Bihar,,43939,-80,-23,-20,-60,-39,16
IN,India,Bihar,,43940,-79,-25,-24,-58,-27,13
IN,India,Bihar,,43941,-80,-23,-17,-61,-38,16
IN,India,Bihar,,43942,-80,-24,-17,-60,-40,15
IN,India,Bihar,,43943,-79,-15,-14,-57,-37,14
IN,India,Bihar,,43944,-79,-18,-16,-57,-40,15
IN,India,Bihar,,43945,-78,-14,-13,-56,-37,14
IN,India,Bihar,,43946,-79,-16,-18,-57,-36,16
IN,India,Bihar,,43947,-79,-22,-23,-57,-24,13
IN,India,Bihar,,43948,-79,-19,-17,-59,-36,16
IN,India,Bihar,,43949,-80,-21,-15,-59,-38,15
IN,India,Bihar,,43950,-79,-16,-13,-57,-35,15
IN,India,Bihar,,43951,-78,-18,-13,-57,-36,15
IN,India,Bihar,,43952,-80,-23,-16,-60,-42,17
IN,India,Bihar,,43953,-78,-16,-17,-57,-33,15
IN,India,Bihar,,43954,-77,-18,-22,-55,-21,11
IN,India,Bihar,,43955,-78,-17,-16,-57,-32,14
IN,India,Bihar,,43956,-78,-20,-14,-57,-35,14
IN,India,Bihar,,43957,-76,-9,-12,-53,-30,13
IN,India,Bihar,,43958,-76,-13,-14,-53,-34,13
IN,India,Bihar,,43959,-73,-2,-9,-49,-27,11
IN,India,Bihar,,43960,-74,-6,-14,-51,-28,13
IN,India,Bihar,,43961,-74,-9,-19,-49,-15,9
IN,India,Bihar,,43962,-73,-6,-12,-52,-26,12
IN,India,Bihar,,43963,-73,-3,-8,-48,-27,11
IN,India,Bihar,,43964,-71,1,-8,-47,-23,11
IN,India,Bihar,,43965,-71,-1,-7,-47,-25,10
IN,India,Bihar,,43966,-68,7,-3,-43,-22,10
IN,India,Bihar,,43967,-70,3,-8,-44,-20,11
IN,India,Bihar,,43968,-70,-1,-14,-43,-10,8
IN,India,Bihar,,43969,-68,6,-6,-44,-20,10
IN,India,Bihar,,43970,-69,4,-3,-43,-22,10
IN,India,Bihar,,43971,-65,13,-1,-40,-18,9
IN,India,Bihar,,43972,-67,10,-2,-40,-22,10
IN,India,Bihar,,43973,-63,18,1,-38,-19,8
IN,India,Bihar,,43974,-66,12,-3,-39,-19,9
IN,India,Bihar,,43975,-66,9,-7,-36,-8,6
IN,India,Bihar,,43976,-67,3,1,-44,-29,11
IN,India,Chandigarh,,43876,0,0,8,4,5,-1
IN,India,Chandigarh,,43877,0,-2,6,-2,0,0
IN,India,Chandigarh,,43878,7,9,16,2,7,-2
IN,India,Chandigarh,,43879,7,6,21,0,5,-1
IN,India,Chandigarh,,43880,0,-1,9,3,2,1
IN,India,Chandigarh,,43881,-1,-6,4,20,3,-1
IN,India,Chandigarh,,43882,-9,-9,-2,-8,-35,9
IN,India,Chandigarh,,43883,0,-2,8,-3,-2,1
IN,India,Chandigarh,,43884,-6,-7,4,2,3,0
IN,India,Chandigarh,,43885,4,6,20,10,5,-2
IN,India,Chandigarh,,43886,5,7,22,5,2,-1
IN,India,Chandigarh,,43887,0,0,11,3,-1,-1
IN,India,Chandigarh,,43888,1,-5,8,4,1,-1
IN,India,Chandigarh,,43889,-1,0,23,0,1,-1
IN,India,Chandigarh,,43890,-7,-14,1,-3,4,1
IN,India,Chandigarh,,43891,6,1,54,0,4,0
IN,India,Chandigarh,,43892,8,8,19,4,7,-2
IN,India,Chandigarh,,43893,7,5,25,1,4,-1
IN,India,Chandigarh,,43894,2,2,13,2,1,0
IN,India,Chandigarh,,43895,-1,-1,6,3,3,0
IN,India,Chandigarh,,43896,-16,-18,-14,1,-1,4
IN,India,Chandigarh,,43897,-12,-13,-14,7,4,3
IN,India,Chandigarh,,43898,-2,-2,-2,-4,8,1
IN,India,Chandigarh,,43899,14,19,18,-5,-7,-1
IN,India,Chandigarh,,43900,-29,-31,19,-33,-74,18
IN,India,Chandigarh,,43901,-9,-12,-5,7,-9,1
IN,India,Chandigarh,,43902,-5,-5,-3,-1,-1,1
IN,India,Chandigarh,,43903,-9,-5,-8,-9,1,2
IN,India,Chandigarh,,43904,-15,-15,-21,-8,-5,5
IN,India,Chandigarh,,43905,-8,-2,2,1,5,2
IN,India,Chandigarh,,43906,0,11,16,7,-1,-1
IN,India,Chandigarh,,43907,-7,2,16,-3,-7,1
IN,India,Chandigarh,,43908,-15,-4,1,-8,-11,3
IN,India,Chandigarh,,43909,-19,-2,-13,-11,-11,4
IN,India,Chandigarh,,43910,-38,-28,-28,-27,-19,8
IN,India,Chandigarh,,43911,-60,-47,-52,-54,-30,12
IN,India,Chandigarh,,43912,-92,-91,-84,-88,-64,24
IN,India,Chandigarh,,43913,-77,-61,-68,-82,-68,26
IN,India,Chandigarh,,43914,-92,-92,-83,-91,-84,36
IN,India,Chandigarh,,43915,-92,-89,-83,-90,-85,37
IN,India,Chandigarh,,43916,-91,-88,-82,-89,-83,36
IN,India,Chandigarh,,43917,-90,-86,-82,-90,-82,37
IN,India,Chandigarh,,43918,-89,-82,-81,-88,-77,32
IN,India,Chandigarh,,43919,-90,-86,-84,-89,-62,25
IN,India,Chandigarh,,43920,-90,-84,-80,-90,-78,33
IN,India,Chandigarh,,43921,-90,-84,-81,-89,-79,34
IN,India,Chandigarh,,43922,-91,-87,-82,-90,-81,36
IN,India,Chandigarh,,43923,-91,-87,-83,-90,-83,37
IN,India,Chandigarh,,43924,-90,-84,-82,-90,-79,37
IN,India,Chandigarh,,43925,-91,-86,-82,-89,-74,33
IN,India,Chandigarh,,43926,-90,-86,-84,-89,-60,25
IN,India,Chandigarh,,43927,-90,-84,-80,-90,-81,35
IN,India,Chandigarh,,43928,-91,-79,-77,-85,-77,33
IN,India,Chandigarh,,43929,-92,-82,-79,-86,-79,36
IN,India,Chandigarh,,43930,-92,-81,-80,-86,-78,36
IN,India,Chandigarh,,43931,-93,-82,-81,-88,-81,39
IN,India,Chandigarh,,43932,-93,-83,-82,-87,-75,34
IN,India,Chandigarh,,43933,-93,-84,-84,-87,-60,26
IN,India,Chandigarh,,43934,-92,-80,-80,-87,-77,35
IN,India,Chandigarh,,43935,-92,-82,-80,-87,-81,36
IN,India,Chandigarh,,43936,-92,-81,-82,-86,-77,36
IN,India,Chandigarh,,43937,-94,-80,-98,-82,-78,36
IN,India,Chandigarh,,43938,-94,-79,-99,-84,-77,37
IN,India,Chandigarh,,43939,-95,-82,-99,-82,-73,33
IN,India,Chandigarh,,43940,-95,-83,-99,-83,-62,26
IN,India,Chandigarh,,43941,-94,-79,-99,-84,-76,35
IN,India,Chandigarh,,43942,-94,-79,-98,-82,-78,35
IN,India,Chandigarh,,43943,-94,-81,-99,-83,-78,37
IN,India,Chandigarh,,43944,-94,-81,-99,-83,-78,37
IN,India,Chandigarh,,43945,-95,-81,-99,-84,-78,39
IN,India,Chandigarh,,43946,-95,-82,-99,-83,-75,35
IN,India,Chandigarh,,43947,-95,-84,-99,-84,-61,27
IN,India,Chandigarh,,43948,-94,-80,-99,-84,-77,35
IN,India,Chandigarh,,43949,-94,-80,-99,-83,-78,35
IN,India,Chandigarh,,43950,-94,-81,-99,-83,-78,37
IN,India,Chandigarh,,43951,-94,-82,-98,-83,-78,37
IN,India,Chandigarh,,43952,-94,-81,-99,-85,-77,38
IN,India,Chandigarh,,43953,-94,-82,-98,-83,-72,34
IN,India,Chandigarh,,43954,-95,-85,-99,-85,-62,27
IN,India,Chandigarh,,43955,-84,-56,-98,-76,-65,29
IN,India,Chandigarh,,43956,-85,-59,-98,-74,-65,30
IN,India,Chandigarh,,43957,-84,-61,-98,-73,-64,31
IN,India,Chandigarh,,43958,-85,-64,-97,-74,-68,32
IN,India,Chandigarh,,43959,-85,-61,-97,-75,-61,31
IN,India,Chandigarh,,43960,-87,-65,-97,-74,-60,29
IN,India,Chandigarh,,43961,-91,-75,-97,-78,-55,24
IN,India,Chandigarh,,43962,-83,-57,-97,-72,-58,27
IN,India,Chandigarh,,43963,-84,-60,-97,-69,-61,28
IN,India,Chandigarh,,43964,-85,-62,-97,-69,-61,29
IN,India,Chandigarh,,43965,-84,-63,-97,-70,-60,28
IN,India,Chandigarh,,43966,-84,-61,-97,-71,-58,28
IN,India,Chandigarh,,43967,-85,-63,-97,-69,-53,26
IN,India,Chandigarh,,43968,-89,-71,-97,-72,-48,22
IN,India,Chandigarh,,43969,-80,-54,-96,-70,-52,25
IN,India,Chandigarh,,43970,-77,-49,-95,-62,-52,24
IN,India,Chandigarh,,43971,-76,-51,-94,-62,-53,25
IN,India,Chandigarh,,43972,-76,-51,-95,-60,-52,25
IN,India,Chandigarh,,43973,-77,-50,-94,-63,-50,25
IN,India,Chandigarh,,43974,-78,-53,-94,-60,-48,23
IN,India,Chandigarh,,43975,-86,-66,-95,-66,-43,20
IN,India,Chandigarh,,43976,-75,-48,-94,-65,-61,25
IN,India,Chhattisgarh,,43876,1,2,4,6,0,0
IN,India,Chhattisgarh,,43877,0,4,3,5,0,0
IN,India,Chhattisgarh,,43878,0,2,6,5,3,-1
IN,India,Chhattisgarh,,43879,0,3,6,4,4,0
IN,India,Chhattisgarh,,43880,0,3,3,3,5,0
IN,India,Chhattisgarh,,43881,2,5,5,7,3,-1
IN,India,Chhattisgarh,,43882,-3,-2,12,0,-22,4
IN,India,Chhattisgarh,,43883,-4,-5,4,-1,2,0
IN,India,Chhattisgarh,,43884,-5,-2,2,-1,4,1
IN,India,Chhattisgarh,,43885,-6,-7,1,-2,2,1
IN,India,Chhattisgarh,,43886,-2,-2,4,1,1,0
IN,India,Chhattisgarh,,43887,1,-1,2,3,2,-1
IN,India,Chhattisgarh,,43888,0,0,7,3,2,0
IN,India,Chhattisgarh,,43889,-1,0,7,4,7,0
IN,India,Chhattisgarh,,43890,-3,-3,5,2,9,0
IN,India,Chhattisgarh,,43891,-3,2,4,0,4,1
IN,India,Chhattisgarh,,43892,-2,1,8,1,4,1
IN,India,Chhattisgarh,,43893,-5,-4,4,-1,3,1
IN,India,Chhattisgarh,,43894,-1,1,3,2,5,0
IN,India,Chhattisgarh,,43895,-1,1,4,2,4,1
IN,India,Chhattisgarh,,43896,0,0,4,6,8,0
IN,India,Chhattisgarh,,43897,0,2,5,10,8,-1
IN,India,Chhattisgarh,,43898,0,9,2,8,9,-1
IN,India,Chhattisgarh,,43899,0,17,8,2,-11,1
IN,India,Chhattisgarh,,43900,-52,-52,-17,-49,-64,17
IN,India,Chhattisgarh,,43901,-18,-18,-3,-13,-31,4
IN,India,Chhattisgarh,,43902,-7,-3,1,2,-8,0
IN,India,Chhattisgarh,,43903,-5,-3,3,0,-2,1
IN,India,Chhattisgarh,,43904,-10,-7,-1,-7,-11,3
IN,India,Chhattisgarh,,43905,-12,-3,-2,-5,2,2
IN,India,Chhattisgarh,,43906,-5,1,9,0,-4,2
IN,India,Chhattisgarh,,43907,-7,0,8,-2,-5,1
IN,India,Chhattisgarh,,43908,-5,1,6,-4,-4,1
IN,India,Chhattisgarh,,43909,-14,4,-6,-8,-7,3
IN,India,Chhattisgarh,,43910,-20,0,-13,-13,-13,6
IN,India,Chhattisgarh,,43911,-36,-14,-24,-28,-20,9
IN,India,Chhattisgarh,,43912,-75,-75,-54,-70,-40,23
IN,India,Chhattisgarh,,43913,-56,-39,-32,-60,-38,17
IN,India,Chhattisgarh,,43914,-64,-50,-39,-67,-50,21
IN,India,Chhattisgarh,,43915,-69,-58,-47,-73,-56,25
IN,India,Chhattisgarh,,43916,-70,-59,-46,-74,-57,26
IN,India,Chhattisgarh,,43917,-71,-62,-46,-74,-56,26
IN,India,Chhattisgarh,,43918,-72,-63,-48,-75,-56,27
IN,India,Chhattisgarh,,43919,-72,-63,-52,-75,-35,22
IN,India,Chhattisgarh,,43920,-70,-61,-45,-75,-55,27
IN,India,Chhattisgarh,,43921,-69,-60,-45,-73,-53,25
IN,India,Chhattisgarh,,43922,-70,-62,-47,-74,-54,25
IN,India,Chhattisgarh,,43923,-69,-61,-46,-74,-55,26
IN,India,Chhattisgarh,,43924,-67,-58,-44,-72,-50,24
IN,India,Chhattisgarh,,43925,-69,-60,-46,-73,-48,24
IN,India,Chhattisgarh,,43926,-70,-62,-51,-73,-29,20
IN,India,Chhattisgarh,,43927,-70,-61,-43,-74,-56,27
IN,India,Chhattisgarh,,43928,-70,-43,-43,-69,-51,23
IN,India,Chhattisgarh,,43929,-71,-45,-46,-70,-51,24
IN,India,Chhattisgarh,,43930,-71,-44,-45,-70,-51,24
IN,India,Chhattisgarh,,43931,-72,-46,-46,-70,-53,26
IN,India,Chhattisgarh,,43932,-72,-47,-47,-71,-50,26
IN,India,Chhattisgarh,,43933,-73,-49,-52,-72,-30,21
IN,India,Chhattisgarh,,43934,-71,-46,-45,-71,-50,26
IN,India,Chhattisgarh,,43935,-71,-45,-43,-70,-53,25
IN,India,Chhattisgarh,,43936,-71,-40,-45,-68,-46,24
IN,India,Chhattisgarh,,43937,-80,-25,-59,-68,-49,24
IN,India,Chhattisgarh,,43938,-84,-41,-61,-70,-50,27
IN,India,Chhattisgarh,,43939,-85,-48,-64,-73,-49,27
IN,India,Chhattisgarh,,43940,-85,-47,-67,-72,-31,22
IN,India,Chhattisgarh,,43941,-81,-31,-60,-69,-45,25
IN,India,Chhattisgarh,,43942,-80,-27,-59,-67,-42,21
IN,India,Chhattisgarh,,43943,-80,-27,-60,-66,-41,21
IN,India,Chhattisgarh,,43944,-79,-27,-60,-66,-41,22
IN,India,Chhattisgarh,,43945,-79,-26,-60,-65,-37,22
IN,India,Chhattisgarh,,43946,-79,-27,-61,-66,-37,22
IN,India,Chhattisgarh,,43947,-80,-33,-65,-68,-22,19
IN,India,Chhattisgarh,,43948,-78,-23,-59,-65,-37,22
IN,India,Chhattisgarh,,43949,-77,-21,-58,-63,-36,19
IN,India,Chhattisgarh,,43950,-78,-23,-59,-64,-35,20
IN,India,Chhattisgarh,,43951,-77,-20,-58,-63,-35,20
IN,India,Chhattisgarh,,43952,-78,-22,-58,-63,-34,21
IN,India,Chhattisgarh,,43953,-78,-26,-60,-64,-32,21
IN,India,Chhattisgarh,,43954,-79,-29,-63,-66,-19,17
IN,India,Chhattisgarh,,43955,-74,-11,-55,-58,-30,17
IN,India,Chhattisgarh,,43956,-74,-10,-55,-57,-29,16
IN,India,Chhattisgarh,,43957,-72,-5,-56,-54,-27,16
IN,India,Chhattisgarh,,43958,-71,-4,-56,-55,-35,17
IN,India,Chhattisgarh,,43959,-69,2,-56,-51,-24,15
IN,India,Chhattisgarh,,43960,-84,-47,-62,-73,-47,24
IN,India,Chhattisgarh,,43961,-83,-46,-64,-72,-27,19
IN,India,Chhattisgarh,,43962,-67,9,-54,-49,-24,15
IN,India,Chhattisgarh,,43963,-68,4,-54,-50,-24,15
IN,India,Chhattisgarh,,43964,-68,3,-56,-50,-23,14
IN,India,Chhattisgarh,,43965,-66,3,-55,-50,-24,13
IN,India,Chhattisgarh,,43966,-64,11,-53,-46,-20,12
IN,India,Chhattisgarh,,43967,-79,-35,-58,-67,-39,20
IN,India,Chhattisgarh,,43968,-80,-38,-62,-67,-23,17
IN,India,Chhattisgarh,,43969,-63,18,-53,-45,-21,13
IN,India,Chhattisgarh,,43970,-63,14,-53,-45,-19,12
IN,India,Chhattisgarh,,43971,-62,12,-55,-46,-19,12
IN,India,Chhattisgarh,,43972,-62,13,-55,-46,-19,13
IN,India,Chhattisgarh,,43973,-62,13,-54,-44,-16,12
IN,India,Chhattisgarh,,43974,-79,-37,-59,-65,-41,21
IN,India,Chhattisgarh,,43975,-80,-38,-63,-66,-22,17
IN,India,Chhattisgarh,,43976,-63,15,-53,-47,-31,16
IN,India,Dadra and Nagar Haveli,,43876,5,-25,4,0,2,0
IN,India,Dadra and Nagar Haveli,,43877,9,-27,19,-8,4,0
IN,India,Dadra and Nagar Haveli,,43878,7,-24,15,-19,-1,0
IN,India,Dadra and Nagar Haveli,,43879,9,-18,1,-14,1,0
IN,India,Dadra and Nagar Haveli,,43880,10,-20,1,-6,2,-1
IN,India,Dadra and Nagar Haveli,,43881,6,-24,-2,-10,3,-1
IN,India,Dadra and Nagar Haveli,,43882,4,-23,-4,-2,-16,2
IN,India,Dadra and Nagar Haveli,,43883,5,-25,3,8,1,0
IN,India,Dadra and Nagar Haveli,,43884,5,-30,0,-14,4,1
IN,India,Dadra and Nagar Haveli,,43885,7,-26,-10,-6,2,0
IN,India,Dadra and Nagar Haveli,,43886,4,-23,-4,-4,1,0
IN,India,Dadra and Nagar Haveli,,43887,1,-24,-7,-2,2,0
IN,India,Dadra and Nagar Haveli,,43888,1,-30,-10,-10,1,0
IN,India,Dadra and Nagar Haveli,,43889,6,-25,-15,-10,4,1
IN,India,Dadra and Nagar Haveli,,43890,4,-28,-10,-16,5,0
IN,India,Dadra and Nagar Haveli,,43891,8,-23,-5,0,5,0
IN,India,Dadra and Nagar Haveli,,43892,6,-22,-11,-17,3,0
IN,India,Dadra and Nagar Haveli,,43893,5,,-8,-12,2,0
IN,India,Dadra and Nagar Haveli,,43894,7,,-7,2,2,0
IN,India,Dadra and Nagar Haveli,,43895,4,,-3,8,3,0
IN,India,Dadra and Nagar Haveli,,43896,8,,-11,20,4,0
IN,India,Dadra and Nagar Haveli,,43897,11,,-8,8,4,0
IN,India,Dadra and Nagar Haveli,,43898,15,,-8,-4,11,0
IN,India,Dadra and Nagar Haveli,,43899,24,,1,-23,-7,1
IN,India,Dadra and Nagar Haveli,,43900,-13,,18,-35,-65,15
IN,India,Dadra and Nagar Haveli,,43901,6,,-4,0,-12,1
IN,India,Dadra and Nagar Haveli,,43902,2,,-11,-4,-2,0
IN,India,Dadra and Nagar Haveli,,43903,7,,-17,4,0,1
IN,India,Dadra and Nagar Haveli,,43904,3,,-8,12,0,1
IN,India,Dadra and Nagar Haveli,,43905,4,,-9,6,3,1
IN,India,Dadra and Nagar Haveli,,43906,8,,-3,12,0,1
IN,India,Dadra and Nagar Haveli,,43907,5,,-5,-2,-1,1
IN,India,Dadra and Nagar Haveli,,43908,2,,-7,4,-1,1
IN,India,Dadra and Nagar Haveli,,43909,1,,-8,-8,-2,2
IN,India,Dadra and Nagar Haveli,,43910,1,,-18,-33,-1,3
IN,India,Dadra and Nagar Haveli,,43911,-5,,-22,-30,-1,4
IN,India,Dadra and Nagar Haveli,,43912,-71,,-58,-63,-49,23
IN,India,Dadra and Nagar Haveli,,43913,-33,,-26,-42,-18,11
IN,India,Dadra and Nagar Haveli,,43914,-50,,-40,-53,-45,19
IN,India,Dadra and Nagar Haveli,,43915,-68,-63,-52,-61,-70,31
